id,addr_gba,scene,context,max_bytes,max_chars,en,mt,final,status,notes
00518EE8,0x8518EE8,main-text,,18,8,[fd0f] braced[/n]itself!,,,untranslated, [ptr:0x520060]
00518EFC,0x8518EFC,main-text,,20,9,[fd10] Endured[/n]the hit!,,,untranslated, [ptr:0x520064]
00518F10,0x8518F10,main-text,,14,6,Magnitude [fd00]!,震级 [fd00]!,,machine-translated, [ptr:0x520068]
00518F20,0x8518F20,main-text,,40,19,[fd0f] cut its own HP[/n]and maximized Attack!,,,untranslated, [ptr:0x52006c]
00518F48,0x8518F48,main-text,,29,14,[fd0f] copied[/n][fd10]'s stat changes!,,,untranslated, [ptr:0x520070]
00518F68,0x8518F68,main-text,,24,11,[fd0f] got free of[/n][fd10]'s [fd00]!,,,untranslated, [ptr:0x520074]
00518F80,0x8518F80,main-text,,20,9,[fd0f] shed[/n]Leech Seed!,,,untranslated, [ptr:0x520078]
00518F94,0x8518F94,main-text,,21,10,[fd0f] blew away[/n]Spikes!,,,untranslated, [ptr:0x52007c]
00518FAC,0x8518FAC,main-text,,21,10,[fd0f] fled from[/n]battle!,,,untranslated, [ptr:0x520080]
00518FC4,0x8518FC4,main-text,,22,10,[fd0f] foresaw[/n]an attack!,,,untranslated, [ptr:0x520084]
00518FDC,0x8518FDC,main-text,,23,11,[fd10] took the[/n][fd00] attack!,,,untranslated, [ptr:0x520088]
00518FF4,0x8518FF4,main-text,,13,6,[fd00]'s attack!,,,untranslated, [ptr:0x52008c]
00519004,0x8519004,main-text,,35,17,[fd0f] became the[/n]center of attention!,,,untranslated, [ptr:0x520090]
00519028,0x8519028,main-text,,25,12,[fd0f] began[/n]charging power!,,,untranslated, [ptr:0x520094]
00519044,0x8519044,main-text,,29,14,Nature Power turned into[/n][fd14]!,,,untranslated, [ptr:0x520098]
00519064,0x8519064,main-text,,32,15,[fd0f]'s status[/n]returned to normal!,,,untranslated, [ptr:0x52009c]
00519084,0x8519084,main-text,,23,11,[fd12] has no[/n]moves left![/p],,,untranslated, [ptr:0x5200a0]
0051909C,0x851909C,main-text,,29,14,[fd10] was subjected[/n]to Torment!,,,untranslated, [ptr:0x5200a4]
005190BC,0x85190BC,main-text,,57,28,[fd12] can't use the same[/n]move in a row due to the Torment![/p],,,untranslated, [ptr:0x5200a8]
005190F7,0x85190F7,main-text,,29,14, [fd0f] is tightening[/n]its focus!,,,untranslated, [ptr:0x88c93b]
00519114,0x8519114,main-text,,23,11,[fd10] fell for[/n]the Taunt!,,,untranslated, [ptr:0x5200b0]
0051912C,0x851912C,main-text,,34,16,[fd12] can't use[/n][fd14] after the Taunt![/p],,,untranslated, [ptr:0x5200b4]
00519150,0x8519150,main-text,,24,11,[fd0f] is ready to[/n]help [fd10]!,,,untranslated, [ptr:0x5200b8]
00519168,0x8519168,main-text,,37,18,[fd0f] switched[/n]items with its opponent!,,,untranslated, [ptr:0x5200bc]
00519190,0x8519190,main-text,,19,9,[fd0f] copied[/n][fd10]'s [fd19]!,,,untranslated, [ptr:0x5200c0]
005191A4,0x85191A4,main-text,,16,7,[fd0f] made a Wish!,,,untranslated, [ptr:0x5200c4]
005191B4,0x85191B4,main-text,,21,10,[fd10]'s Wish[/n]came true!,,,untranslated, [ptr:0x5200c8]
005191CC,0x85191CC,main-text,,22,10,[fd0f] planted its roots!,,,untranslated, [ptr:0x5200cc]
005191E4,0x85191E4,main-text,,38,18,[fd0f] absorbed[/n]nutrients with its roots!,,,untranslated, [ptr:0x5200d0]
0051920C,0x851920C,main-text,,35,17,[fd10] anchored[/n]itself with its roots!,,,untranslated, [ptr:0x5200d4]
00519230,0x8519230,main-text,,19,9,[fd0f] made[/n][fd10] drowsy!,,,untranslated, [ptr:0x5200d8]
00519244,0x8519244,main-text,,24,11,[fd0f] knocked off[/n][fd10]'s [fd16]!,,,untranslated, [ptr:0x5200dc]
0051925C,0x851925C,main-text,,40,19,[fd0f] swapped abilities[/n]with its opponent!,,,untranslated, [ptr:0x5200e0]
00519284,0x8519284,main-text,,34,16,[fd0f] sealed the[/n]opponent's move(s)!,,,untranslated, [ptr:0x5200e4]
005192A8,0x85192A8,main-text,,29,14,[fd12] can't use the[/n]sealed [fd14]![/p],,,untranslated, [ptr:0x5200e8]
005192C8,0x85192C8,main-text,,40,19,[fd0f] wants the[/n]opponent to bear a Grudge!,,,untranslated, [ptr:0x5200ec]
005192F0,0x85192F0,main-text,,43,21,[fd0f]'s [fd00] lost[/n]all its PP due to the Grudge!,,,untranslated, [ptr:0x5200f0]
0051931C,0x851931C,main-text,,26,12,[fd0f] shrouded[/n]itself in [fd14]!,,,untranslated, [ptr:0x5200f4]
00519338,0x8519338,main-text,,40,19,[fd0f]'s [fd14][/n]was bounced back by Magic Coat!,,,untranslated, [ptr:0x5200f8]
00519360,0x8519360,main-text,,38,18,[fd0f] waits for a target[/n]to make a move!,,,untranslated, [ptr:0x5200fc]
00519388,0x8519388,main-text,,23,11,[fd10] Snatched[/n][fd13]'s move!,,,untranslated, [ptr:0x520100]
005193A0,0x85193A0,main-text,,27,13,[fd13]'s ability[/n]made it rain!,,,untranslated, [ptr:0x520104]
005193BC,0x85193BC,main-text,,31,15,[fd13]'s ability[/n]raised its Speed!,,,untranslated, [ptr:0x520108]
005193DC,0x85193DC,main-text,,24,11,[fd10] was protected[/n]by [fd19]!,,,untranslated, [ptr:0x52010c]
005193F4,0x85193F4,main-text,,37,18,[fd10]'s Damp[/n]prevents [fd0f][/l]from using [fd14]!,,,untranslated, [ptr:0x520110]
0051941C,0x851941C,main-text,,34,16,[fd10] restored HP[/n]using its ability!,,,untranslated, [ptr:0x520114]
00519440,0x8519440,main-text,,34,16,[fd10]'s ability[/n]made it the [fd00] type!,,,untranslated, [ptr:0x520118]
00519464,0x8519464,main-text,,33,16,[fd11]'s ability[/n]prevents paralysis!,,,untranslated, [ptr:0x52011c]
00519488,0x8519488,main-text,,31,15,[fd10]'s ability[/n]prevents romance!,,,untranslated, [ptr:0x520120]
005194A8,0x85194A8,main-text,,33,16,[fd11]'s ability[/n]prevents poisoning!,,,untranslated, [ptr:0x520124]
005194CC,0x85194CC,main-text,,33,16,[fd10]'s ability[/n]prevents confusion!,,,untranslated, [ptr:0x520128]
005194F0,0x85194F0,main-text,,36,17,[fd10]'s ability[/n]raised its Fire power!,,,untranslated, [ptr:0x52012c]
00519514,0x8519514,main-text,,27,13,[fd10] anchors[/n]itself with [fd17]!,,,untranslated, [ptr:0x520130]
00519530,0x8519530,main-text,,31,15,[fd13]'s Ability[/n]cuts [fd10]'s Attack!,,,untranslated, [ptr:0x520134]
00519550,0x8519550,main-text,,33,16,[fd13]'s ability[/n]prevents stat loss!,,,untranslated, [ptr:0x520138]
00519574,0x8519574,main-text,,24,11,[fd0f] was hurt by[/n][fd10]'s [fd00]!,,,untranslated, [ptr:0x52013c]
0051958C,0x851958C,main-text,,19,9,[fd3f] Traced[/n][fd40]'s [fd17]!,[fd3f] 追踪了[/n][fd40]的 [fd17]!,,machine-translated, [ptr:0x520140]
005195A0,0x85195A0,main-text,,9,4,sharply ,大幅 ,,machine-translated, [ptr:0x1ab130;0x1ab224;0x520144]
005195AC,0x85195AC,main-text,,6,2,rose!,提升了!,,machine-translated, [ptr:0x1ab134;0x1ab228;0x520148]
005195B4,0x85195B4,main-text,,9,4,harshly ,大幅 ,,machine-translated, [ptr:0x52014c]
005195C0,0x85195C0,main-text,,6,2,fell!,降低了!,,machine-translated, [ptr:0x520150]
005195C8,0x85195C8,main-text,,11,5,[fd0f]'s [fd43][/n][玩家],,,locked, [ptr:0x520154] [junk]J3fd码堆
005195D4,0x85195D4,main-text,,11,5,[fd10]'s [fd43][/n][玩家],,,locked, [ptr:0x1ab138;0x1ab22c;0x520158] [junk]J3fd码堆
005195E0,0x85195E0,main-text,,11,5,[fd0f]'s [fd43][/n][玩家],,,locked, [ptr:0x52015c] [junk]J3fd码堆
005195EC,0x85195EC,main-text,,11,5,[fd10]'s [fd43][/n][玩家],,,locked, [ptr:0x520160] [junk]J3fd码堆
005195F8,0x85195F8,main-text,,16,7,A critical hit!,打出了暴击!,,machine-translated, [ptr:0x520164]
00519608,0x8519608,main-text,,19,9,It's a one-hit KO!,一击必杀!,,machine-translated, [ptr:0x520168]
00519648,0x8519648,main-text,,6,2,And[...][/p],而且[...][/p],,machine-translated, [ptr:0x520170]
00519650,0x8519650,main-text,,25,12,It's not very effective[...],这招效果不太好[...],,machine-translated, [ptr:0x520174]
0051966C,0x851966C,main-text,,22,10,It's super effective!,这招效果绝佳!,,machine-translated, [ptr:0x520178]
00519684,0x8519684,main-text,,22,10,[/c]ÆÙ Got away safely![/p],[/c]ÆÙ 安全逃脱了![/p],,machine-translated, [ptr:0x919b8;0x52017c]
005196B0,0x85196B0,main-text,,47,23,No! There's no running[/n]from a Trainer battle![/p],不行!训练家对战中[/n]不能逃跑![/p],,machine-translated, [ptr:0x520184]
005196E0,0x85196E0,main-text,,15,7,Can't escape![/p],逃不掉![/p],,machine-translated, [ptr:0x520188]
005196F0,0x85196F0,main-text,,40,19,Prof. Birch: Don't leave me like this![/p],空木博士: 别把我丢在这里![/p],,machine-translated, [ptr:0x52018c]
00519718,0x8519718,main-text,,22,10,But nothing happened!,但是什么都没发生!,,machine-translated, [ptr:0x520190]
00519730,0x8519730,main-text,,15,7,But it failed!,但是失败了!,,machine-translated, [ptr:0x520194]
00519740,0x8519740,main-text,,33,16,[fd0f] hurt[/n]itself in its confusion!,[fd0f]在混乱中[/n]伤害了自己!,,machine-translated, [ptr:0x520198]
00519764,0x8519764,main-text,,24,11,The Mirror Move failed!,鹦鹉学舌失败了!,,machine-translated, [ptr:0x52019c]
0051977C,0x851977C,main-text,,20,9,It started to rain!,开始下雨了!,,machine-translated, [ptr:0x5201a0]
00519790,0x8519790,main-text,,20,9,A downpour started!,开始下暴雨了!,,machine-translated, [ptr:0x5201a4]
005197A4,0x85197A4,main-text,,24,11,Rain continues to fall.,雨还在下着.,,machine-translated, [ptr:0x5201a8]
005197BC,0x85197BC,main-text,,24,11,The downpour continues.,暴雨还在持续.,,machine-translated, [ptr:0x5201ac]
005197D4,0x85197D4,main-text,,18,8,The rain stopped.,雨停了.,,machine-translated, [ptr:0x5201b0]
005197E8,0x85197E8,main-text,,20,9,A sandstorm brewed!,沙暴刮起来了!,,machine-translated, [ptr:0x5201b4]
005197FC,0x85197FC,main-text,,21,10,The sandstorm rages.,沙暴肆虐着.,,machine-translated, [ptr:0x5201b8]
00519814,0x8519814,main-text,,24,11,The sandstorm subsided.,沙暴平息了.,,machine-translated, [ptr:0x5201bc]
0051982C,0x851982C,main-text,,25,12,The sunlight got bright!,阳光变得强烈了!,,machine-translated, [ptr:0x5201c0]
00519848,0x8519848,main-text,,24,11,The sunlight is strong.,阳光非常强烈.,,machine-translated, [ptr:0x5201c4]
00519860,0x8519860,main-text,,20,9,The sunlight faded.,阳光变弱了.,,machine-translated, [ptr:0x5201c8]
00519874,0x8519874,main-text,,20,9,It started to hail!,开始下冰雹了!,,machine-translated, [ptr:0x5201cc]
00519888,0x8519888,main-text,,24,11,Hail continues to fall.,冰雹还在下着.,,machine-translated, [ptr:0x5201d0]
005198A0,0x85198A0,main-text,,18,8,The hail stopped.,冰雹停了.,,machine-translated, [ptr:0x5201d4]
005198B4,0x85198B4,main-text,,34,16,But it failed to Spit Up[/n]a thing!,但是没能[/n]吐出任何东西!,,machine-translated, [ptr:0x5201d8]
005198D8,0x85198D8,main-text,,34,16,But it failed to Swallow[/n]a thing!,但是没能[/n]吞下任何东西!,,machine-translated, [ptr:0x5201dc]
005198FC,0x85198FC,main-text,,34,16,The wind turned into a[/n]Heat Wave!,风吹成了[/n]热风!,,machine-translated, [ptr:0x5201e0]
00519920,0x8519920,main-text,,34,16,All stat changes were[/n]eliminated!,所有能力变化都[/n]被消除了!,,machine-translated, [ptr:0x5201e4]
00519944,0x8519944,main-text,,28,13,Coins scattered everywhere!,硬币撒了一地!,,machine-translated, [ptr:0x5201e8]
00519960,0x8519960,main-text,,38,18,It was too weak to make[/n]a Substitute!,体力太弱无法[/n]制造替身!,,machine-translated, [ptr:0x5201ec]
00519988,0x8519988,main-text,,32,15,The battlers shared[/n]their pain!,双方共享了[/n]痛苦!,,machine-translated, [ptr:0x5201f0]
005199A8,0x85199A8,main-text,,15,7,A bell chimed!,铃铛响了!,,machine-translated, [ptr:0x5201f4]
005199B8,0x85199B8,main-text,,48,23,All affected Pokémon will[/n]faint in three turns!,所有受到影响的宝可梦[/n]将在三回合后倒下!,,machine-translated, [ptr:0x5201f8]
005199E8,0x85199E8,main-text,,35,17,There's no PP left for[/n]this move![/p],这个技能已经[/n]没有PP了![/p],,machine-translated, [ptr:0x5201fc]
00519A0C,0x8519A0C,main-text,,39,19,But there was no PP left[/n]for the move!,但是这招已经[/n]没有PP了!,,machine-translated, [ptr:0x520200]
00519A34,0x8519A34,main-text,,12,5,[fd23] used[/n][fd16]!,[fd23]使出了[/n][fd16]!,,machine-translated, [ptr:0x520204]
00519A40,0x8519A40,main-text,,15,7,Wally used[/n][fd16]!,小光使出了[/n][fd16]!,,machine-translated, [ptr:0x520208]
00519A50,0x8519A50,main-text,,30,14,The Trainer blocked the Ball!,训练家挡住了精灵球!,,machine-translated, [ptr:0x52020c]
00519A70,0x8519A70,main-text,,18,8,Don't be a thief!,别当小偷!,,machine-translated, [ptr:0x520210]
00519A84,0x8519A84,main-text,,57,28,It dodged the thrown Ball![/n]This Pokémon can't be caught!,它躲开了扔出的精灵球![/n]这只宝可梦无法被捕捉!,,machine-translated, [ptr:0x520214]
00519AC0,0x8519AC0,main-text,,24,11,You missed the Pokémon!,你没有投中宝可梦!,,machine-translated, [ptr:0x520218]
00519AD8,0x8519AD8,main-text,,32,15,"Oh, no![/n]The Pokémon broke free!",糟糕![/n]宝可梦挣脱了!,,machine-translated, [ptr:0x52021c]
00519AF8,0x8519AF8,main-text,,31,15,Aww![/n]It appeared to be caught!,好可惜![/n]看起来已经要被抓住了!,,machine-translated, [ptr:0x520220]
00519B18,0x8519B18,main-text,,22,10,Aargh![/n]Almost had it!,啊![/n]差点就抓到了!,,machine-translated, [ptr:0x930e8;0x520224;0x52159c]
00519B30,0x8519B30,main-text,,29,14,"Shoot![/n]It was so close, too!",糟了![/n]差一点点就成功了!,,machine-translated, [ptr:0x520228]
00519B90,0x8519B90,main-text,,36,17,Give a nickname to the[/n]captured [fd39]?,给捕获的[/n][fd39]取个昵称吗?,,machine-translated, [ptr:0x520234]
00519BB4,0x8519BB4,main-text,,22,10,[fd39] was sent to[/n][fd27] PC.,[fd39]被送到了[/n][fd27]的电脑里.,,machine-translated, [ptr:0x520238]
00519BCC,0x8519BCC,main-text,,37,18,[fd39]'s data was[/n]added to the Pokédex.[/p],[fd39]的数据被[/n]添加到了宝可图鉴.[/p],,machine-translated, [ptr:0x52023c]
00519BF4,0x8519BF4,main-text,,15,7,It is raining.,正在下雨.,,machine-translated, [ptr:0x520240]
00519C04,0x8519C04,main-text,,23,11,A sandstorm is raging.,沙暴正在肆虐.,,machine-translated, [ptr:0x520244]
00519C1C,0x8519C1C,main-text,,15,7,Can't escape![/p],逃不掉![/p],,machine-translated, [ptr:0x520248]
00519C2C,0x8519C2C,main-text,,32,15,[fd0f] ignored[/n]orders while asleep!,[fd0f]在睡眠中[/n]无视了命令!,,machine-translated, [ptr:0x52024c]
00519C4C,0x8519C4C,main-text,,19,9,[fd0f] ignored[/n]orders!,[fd0f][/n]无视了命令!,,machine-translated, [ptr:0x520250]
00519C60,0x8519C60,main-text,,17,8,[fd0f] began to nap!,[fd0f]开始打盹了!,,machine-translated, [ptr:0x520254]
00519C74,0x8519C74,main-text,,22,10,[fd0f] is[/n]loafing around!,[fd0f][/n]在偷懒!,,machine-translated, [ptr:0x520258]
00519C8C,0x8519C8C,main-text,,15,7,[fd0f] won't[/n]obey!,[fd0f][/n]不听话了!,,machine-translated, [ptr:0x52025c]
00519C9C,0x8519C9C,main-text,,16,7,[fd0f] turned away!,[fd0f]转过身去了!,,machine-translated, [ptr:0x520260]
00519CAC,0x8519CAC,main-text,,28,13,[fd0f] pretended[/n]not to notice!,[fd0f][/n]假装没注意到!,,machine-translated, [ptr:0x520264]
00519CC8,0x8519CC8,main-text,,50,24,[fd1c] [fd1d] is[/n]about to use [玩家].[/p]Will [fd23] change[/n]Pokémon?,[fd1c] [fd1d]准备使用[/n].[玩家][/p][fd23]要换[/n]宝可梦吗?,,machine-translated, [ptr:0x520268]
00519CFC,0x8519CFC,main-text,,23,11,[fd23] crept closer to[/n][劲敌]!,[fd23]悄悄靠近了[/n][劲敌]!,,machine-translated, [ptr:0x52026c]
00519D14,0x8519D14,main-text,,25,12,[fd23] can't get any closer!,[fd23]已经靠得够近了!,,machine-translated, [ptr:0x520270]
00519D30,0x8519D30,main-text,,26,12,[劲敌] is watching[/n]carefully!,[劲敌]正在[/n]仔细观察!,,machine-translated, [ptr:0x520274]
00519D4C,0x8519D4C,main-text,,28,13,[劲敌] is curious about[/n]the [fd00]!,[劲敌]对[/n][fd00]产生了好奇!,,machine-translated, [ptr:0x520278]
00519D68,0x8519D68,main-text,,28,13,[劲敌] is enthralled by[/n]the [fd00]!,[劲敌]被[/n][fd00]迷住了!,,machine-translated, [ptr:0x52027c]
00519D84,0x8519D84,main-text,,30,14,[劲敌] completely ignored[/n]the [fd00]!,[劲敌][/n]完全无视了[fd00]!,,machine-translated, [ptr:0x520280]
00519DA4,0x8519DA4,main-text,,28,13,[fd23] threw a [PO][Ke][BL][OC][K][/n]at the [劲敌]!,[fd23]朝着[劲敌]投出了[PO][Ke][BL][OC][K][/n]!,,machine-translated, [ptr:0x520284]
00519DF8,0x8519DF8,main-text,,25,12,[fd13]'s [fd16][/n]cured paralysis!,[fd13]的[fd16][/n]治愈了麻痹!,,machine-translated, [ptr:0x52028c]
00519E14,0x8519E14,main-text,,22,10,[fd13]'s [fd16][/n]cured poison!,[fd13]的[fd16][/n]治愈了中毒!,,machine-translated, [ptr:0x520290]
00519E2C,0x8519E2C,main-text,,25,12,[fd13]'s [fd16][/n]healed its burn!,[fd13]的[fd16][/n]治愈了灼伤!,,machine-translated, [ptr:0x520294]
00519E48,0x8519E48,main-text,,22,10,[fd13]'s [fd16][/n]defrosted it!,[fd13]的[fd16][/n]解冻了!,,machine-translated, [ptr:0x520298]
00519E60,0x8519E60,main-text,,32,15,[fd13]'s [fd16][/n]woke it from its sleep!,[fd13]的[fd16][/n]让它从睡眠中醒来!,,machine-translated, [ptr:0x52029c]
00519E80,0x8519E80,main-text,,37,18,[fd13]'s [fd16][/n]snapped it out of confusion!,[fd13]的[fd16][/n]让它从混乱中清醒了!,,machine-translated, [ptr:0x5202a0]
00519EA8,0x8519EA8,main-text,,30,14,[fd13]'s [fd16][/n]cured its [fd00] problem!,[fd13]的[fd16][/n]治愈了它的[fd00]问题!,,machine-translated, [ptr:0x5202a4]
00519EC8,0x8519EC8,main-text,,25,12,[fd13]'s [fd16][/n]restored health!,[fd13]的[fd16][/n]恢复了体力!,,machine-translated, [ptr:0x5202a8]
00519EE4,0x8519EE4,main-text,,26,12,[fd13]'s [fd16][/n]restored [fd00]'s PP!,[fd13]的[fd16][/n]恢复了[fd00]的PP!,,machine-translated, [ptr:0x5202ac]
00519F00,0x8519F00,main-text,,29,14,[fd13]'s [fd16][/n]restored its status!,[fd13]的[fd16][/n]恢复了状态!,,machine-translated, [ptr:0x5202b0]
00519F20,0x8519F20,main-text,,34,16,[fd13]'s [fd16][/n]restored its HP a little!,[fd13]的[fd16][/n]稍微恢复了一点HP!,,machine-translated, [ptr:0x5202b4]
00519F44,0x8519F44,main-text,,31,15,[fd16] allows the[/n]use of only [fd14]![/p],[fd16]只能[/n]使用[fd14]![/p],,machine-translated, [ptr:0x5202b8]
00519F64,0x8519F64,main-text,,25,12,[fd10] hung on[/n]using its [fd16]!,[fd10]用[fd16][/n]撑住了!,,machine-translated, [ptr:0x5202bc]
00519F84,0x8519F84,main-text,,24,11,[fd11]'s [fd17][/n]prevents burns!,[fd11]的[fd17][/n]防止了灼伤!,,machine-translated, [ptr:0x5202c4]
00519F9C,0x8519F9C,main-text,,19,9,[fd10]'s [fd19][/n]blocks [fd14]!,[fd10]的[fd19][/n]挡住了[fd14]!,,machine-translated, [ptr:0x5202c8]
00519FB0,0x8519FB0,main-text,,39,19,[fd0f]'s ability[/n]restored its HP a little!,[fd0f]的特性[/n]恢复了一点体力!,,machine-translated, [ptr:0x5202cc]
00519FD8,0x8519FD8,main-text,,37,18,[fd13]'s ability[/n]whipped up a sandstorm!,[fd13]的特性[/n]掀起了沙暴!,,machine-translated, [ptr:0x5202d0]
0051A000,0x851A000,main-text,,31,15,[fd13]'s ability[/n]prevents [fd43] loss!,[fd13]的特性[/n]防止了[fd43]丢失!,,machine-translated, [ptr:0x5202d4]
0051A020,0x851A020,main-text,,28,13,[fd10]'s ability[/n]infatuated [fd0f]!,[fd10]的特性[/n]让[fd0f]着迷了!,,machine-translated, [ptr:0x5202d8]
0051A03C,0x851A03C,main-text,,34,16,[fd10]'s ability[/n]made [fd14] ineffective!,[fd10]的特性[/n]让[fd14]无效了!,,machine-translated, [ptr:0x5202dc]
0051A060,0x851A060,main-text,,35,17,[fd13]'s ability[/n]cured its [fd00] problem!,[fd13]的特性[/n]治愈了它的[fd00]问题!,,machine-translated, [ptr:0x5202e0]
0051A084,0x851A084,main-text,,30,14,It sucked up the[/n]Liquid Ooze!,它吸走了[/n]污泥浆!,,machine-translated, [ptr:0x5202e4]
0051A0A4,0x851A0A4,main-text,,16,7,[fd13] transformed!,[fd13]变身了!,,machine-translated, [ptr:0x5202e8]
0051A0B4,0x851A0B4,main-text,,34,16,Electricity's power was[/n]weakened!,电的威力[/n]减弱了!,,machine-translated, [ptr:0x5202ec]
0051A0D8,0x851A0D8,main-text,,27,13,Fire's power was[/n]weakened!,火的威力[/n]减弱了!,,machine-translated, [ptr:0x5202f0]
0051A0F4,0x851A0F4,main-text,,19,9,[fd0f] hid[/n]underwater!,[fd0f][/n]潜入了水中!,,machine-translated, [ptr:0x5202f4]
0051A108,0x851A108,main-text,,14,6,[fd0f] sprang up!,[fd0f]跳了起来!,,machine-translated, [ptr:0x5202f8]
0051A118,0x851A118,main-text,,34,16,HM moves can't be[/n]forgotten now.[/p],秘传技现在不能[/n]忘记了.[/p],,machine-translated, [ptr:0x5202fc]
0051A13C,0x851A13C,main-text,,21,10,[fd0f] recovered[/n]its [fd16]!,[fd0f]恢复了[/n][fd16]!,,machine-translated, [ptr:0x520300]
0051A154,0x851A154,main-text,,24,11,Player defeated[/n][fd1c] [fd1d]![/p],训练家打败了[/n][fd1c] [fd1d]![/p],,machine-translated, [ptr:0x520304;0x5215a8]
0051A16C,0x851A16C,main-text,,42,20,A soothing aroma wafted[/n]through the area!,一股舒适的香气[/n]飘散在了周围!,,machine-translated, [ptr:0x520308]
0051A1B4,0x851A1B4,main-text,,14,6,"For [fd13],[/n][fd16] [fd00]","对于 [fd13],[/n][fd16] [fd00]",,machine-translated, [ptr:0x520310]
0051A1C4,0x851A1C4,main-text,,26,12,"Using [fd16], the [fd43][/n]of [fd13] [玩家]","使用了 [fd16], [fd43][/n]的 [fd13] [玩家]",,machine-translated, [ptr:0x520314]
0051A1E0,0x851A1E0,main-text,,26,12,[fd13] used[/n][fd16] to get pumped!,[fd13]使用了[/n][fd16]来振奋精神!,,machine-translated, [ptr:0x520318]
0051A1FC,0x851A1FC,main-text,,30,14,[fd10]'s ability[/n]made [fd14] useless!,[fd10]的特性[/n]让[fd14]无效了!,,machine-translated, [ptr:0x52031c]
0051A21C,0x851A21C,main-text,,29,14,[fd10] was trapped[/n]by Sand Tomb!,[fd10][/n]被流沙地狱困住了!,,machine-translated, [ptr:0x520320]
0051A240,0x851A240,main-text,,11,5, a boosted, 强化的,,machine-translated, [ptr:0x520328]
0051A24C,0x851A24C,main-text,,41,20,[fd13]'s ability[/n]intensified the sun's rays!,[fd13]的特性[/n]增强了阳光!,,machine-translated, [ptr:0x52032c]
0051A278,0x851A278,main-text,,45,22,[fd10] makes Ground[/n]moves miss with its ability!,[fd10]用特性让地面[/n]招式未命中!,,machine-translated, [ptr:0x520330]
0051A2A8,0x851A2A8,main-text,,49,24,"You throw a Ball now, right?[/n]I[...] I'll do my best!",,,untranslated, [ptr:0x520334]
0051A2DC,0x851A2DC,main-text,,30,14,[fd10]'s ability[/n]took the attack!,,,untranslated, [ptr:0x520338]
0051A2FC,0x851A2FC,main-text,,28,13,[fd0f] chose[/n][fd14] as its destiny!,,,untranslated, [ptr:0x52033c]
0051A318,0x851A318,main-text,,19,9,[fd0f] lost its[/n]focus!,,,untranslated, [ptr:0x520340]
0051A32C,0x851A32C,main-text,,18,8,Use next Pokémon?,,,untranslated, [ptr:0x520344]
0051A340,0x851A340,main-text,,27,13,[/c]ÆÙ [fd0f] fled[/n]using its [fd16]![/p],,,untranslated, [ptr:0x520348]
0051A35C,0x851A35C,main-text,,23,11,[/c]ÆÙ [fd0f] fled[/n]using [fd18]![/p],,,untranslated, [ptr:0x52034c]
0051A374,0x851A374,main-text,,21,10,[fd10] was[/n]dragged out![/p],,,untranslated, [ptr:0x520350]
0051A38C,0x851A38C,main-text,,40,19,[fd10]'s [fd19][/n]prevented [fd13]'s[/l][fd00] from working!,,,untranslated, [ptr:0x520354]
0051A3B4,0x851A3B4,main-text,,31,15,[fd13]'s [fd16][/n]normalized its status!,,,untranslated, [ptr:0x520358]
0051A3D4,0x851A3D4,main-text,,15,7,[fd1c] [fd1d][/n]used [fd16]!,,,untranslated, [ptr:0x52035c]
0051A3E4,0x851A3E4,main-text,,44,21,The Box is full![/n]You can't catch any more![/p],,,untranslated, [ptr:0x930fc;0x520360;0x5215a0]
0051A410,0x851A410,main-text,,23,11,[fd10] avoided[/n]the attack!,,,untranslated, [ptr:0x520364]
0051A428,0x851A428,main-text,,34,16,[fd13]'s ability[/n]made it ineffective!,,,untranslated, [ptr:0x520368]
0051A44C,0x851A44C,main-text,,28,13,[fd11]'s [fd17][/n]prevents flinching!,,,untranslated, [ptr:0x52036c]
0051A468,0x851A468,main-text,,23,11,[fd10] already[/n]has a burn.,,,untranslated, [ptr:0x520370]
0051A480,0x851A480,main-text,,31,15,[fd10]'s stats won't[/n]go any lower!,,,untranslated, [ptr:0x520374]
0051A4A0,0x851A4A0,main-text,,24,11,[fd13]'s ability[/n]blocks [fd14]!,,,untranslated, [ptr:0x520378]
0051A4B8,0x851A4B8,main-text,,18,8,[fd28]'s [fd00][/n]wore off!,,,untranslated, [ptr:0x52037c]
0051A4CC,0x851A4CC,main-text,,33,16,[fd2a]'s [fd14][/n]raised Defense a little!,,,untranslated, [ptr:0x520380]
0051A4F0,0x851A4F0,main-text,,33,16,[fd2a]'s [fd14][/n]raised Sp. Def a little!,,,untranslated, [ptr:0x520384]
0051A514,0x851A514,main-text,,20,9,The wall shattered!,,,untranslated, [ptr:0x520388]
0051A528,0x851A528,main-text,,39,19,[fd0f]'s [fd18][/n]prevents [fd10]'s[/l][fd19] from working!,,,untranslated, [ptr:0x52038c]
0051A550,0x851A550,main-text,,35,17,[fd13]'s ability[/n]cured its [fd00] problem!,,,untranslated, [ptr:0x520390]
0051A574,0x851A574,main-text,,17,8,[fd0f] can't escape!,,,untranslated, [ptr:0x520394]
0051A588,0x851A588,main-text,,16,7,[fd0f] obtained[/n][fd00].,,,untranslated, [ptr:0x520398]
0051A598,0x851A598,main-text,,16,7,[fd10] obtained[/n][玩家].,,,untranslated, [ptr:0x52039c]
0051A5A8,0x851A5A8,main-text,,32,15,[fd0f] obtained[/n][fd00].[/p][fd10] obtained[/n][玩家].,,,untranslated, [ptr:0x5203a0]
